time-1,time-2,time-3,time-4,time-5,time-6
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 14 15],[29 14 30],[29 14 45],[29 14 60],[29 15 15],[29 15 30]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 15 45],[29 15 60],[29 16 15],[29 16 30],[29 16 45],[29 16 60]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
[29 17 15],[29 17 30],[29 17 45],[29 17 60],[29 18 15],[29 18 30]
